ISSN	Título	Estrato	Classificação
2171-8814	OPTICA PURA Y APLICADA	B3	Atualizado
0306-8919	OPTICAL AND QUANTUM ELECTRONICS	A4	Atualizado
0091-3286	OPTICAL ENGINEERING (BELLINGHAM. PRINT)	A3	Atualizado
1068-5200	OPTICAL FIBER TECHNOLOGY (PRINT)	A3	Atualizado
0925-3467	OPTICAL MATERIALS (AMSTERDAM. PRINT)	A3	Atualizado
2159-3930	OPTICAL MATERIALS EXPRESS	A2	Atualizado
1340-6000	OPTICAL REVIEW	B2	Atualizado
0030-3992	OPTICS & LASER TECHNOLOGY	A2	Atualizado
0143-8166	OPTICS AND LASERS IN ENGINEERING	A1	Atualizado
0030-400X	OPTICS AND SPECTROSCOPY (PRINT)	B2	Atualizado
0030-4018	OPTICS COMMUNICATIONS (PRINT)	A3	Atualizado
1094-4087	OPTICS EXPRESS	A2	Atualizado
0146-9592	OPTICS LETTERS	A1	Atualizado
0030-4026	OPTIK (STUTTGART)	A4	Atualizado
1984-6428	ORBITAL: THE ELECTRONIC JOURNAL OF CHEMISTRY	B3	Atualizado
0169-1368	ORE GEOLOGY REVIEWS	A1	Atualizado
1477-0520	ORGANIC & BIOMOLECULAR CHEMISTRY	A2	Atualizado
2052-4129	ORGANIC CHEMISTRY FRONTIERS	A1	Atualizado
1566-1199	ORGANIC ELECTRONICS (PRINT)	A1	Atualizado
2578-7519	OSA CONTINUUM	B2	Atualizado
0191-9512	OZONE: SCIENCE & ENGINEERING	A4	Atualizado
0031-0182	PALAEOGEOGRAPHY, PALAEOCLIMATOLOGY, PALAEOECOLOGY	A1	Atualizado
0883-1351	PALAIOS (TULSA)	A2	Atualizado
2665-0126	PARADIGMA	A1	Atualizado
1011-2251	PARADIGMA (MARACAY)	A1	Atualizado
1756-3305	PARASITES & VECTORS	A2	Atualizado
0031-1820	PARASITOLOGY (LONDON. PRINT)	A1	Atualizado
0932-0113	PARASITOLOGY RESEARCH (1987. PRINT)	A1	Atualizado
1413-9375	PARCERIAS ESTRATÉGICAS (IMPRESSO)	B4	Atualizado
2675-326X	PARTICIPATIVA	B3	Atualizado
0934-0866	PARTICLE & PARTICLE SYSTEMS CHARACTERIZATION	A2	Atualizado
2571-712X	PARTICLES	C	Atualizado
0272-6351	PARTICULATE SCIENCE AND TECHNOLOGY	A3	Atualizado
2076-0817	PATHOGENS	A3	Atualizado
1219-4956	PATHOLOGY ONCOLOGY RESEARCH	A2	Atualizado
0031-3025	PATHOLOGY (SYDNEY)	A2	Atualizado
1433-7541	PATTERN ANALYSIS AND APPLICATIONS (PRINT)	A4	Atualizado
0031-3203	PATTERN RECOGNITION	A1	Atualizado
0167-8655	PATTERN RECOGNITION LETTERS	A2	Atualizado
1463-9076	PCCP. PHYSICAL CHEMISTRY CHEMICAL PHYSICS (PRINT)	A1	Atualizado
2167-8359	PEERJ	A2	Atualizado
2446-8169	PENSAR A EDUCAÇÃO EM REVISTA	B1	Atualizado
0031-5125	PERCEPTUAL AND MOTOR SKILLS	B1	Atualizado
2179-0302	PERIÓDICO TCHÊ QUÍMICA (MEIO ELETRÔNICO)	C	Atualizado
2359-2842	PERSPECTIVAS DA EDUCAÇÃO MATEMÁTICA	A2	Atualizado
2237-9444	PESQUISA E DEBATE EM EDUCAÇÃO	B1	Atualizado
2237-9436	PESQUISA E DEBATE EM EDUCAÇÃO	B1	Atualizado
0100-736X	PESQUISA VETERINÁRIA BRASILEIRA	A4	Atualizado
1678-5150	PESQUISA VETERINÁRIA BRASILEIRA (ONLINE)	A4	Atualizado
1083-7450	PHARMACEUTICAL DEVELOPMENT AND TECHNOLOGY (PRINT)	A3	Atualizado
0724-8741	PHARMACEUTICAL RESEARCH	A1	Atualizado
1424-8247	PHARMACEUTICALS	A1	Atualizado
1999-4923	PHARMACEUTICS	A1	Atualizado
0973-1296	PHARMACOGNOSY MAGAZINE	B4	Atualizado
0163-7258	PHARMACOLOGY & THERAPEUTICS (OXFORD)	A1	Atualizado
0141-1594	PHASE TRANSITIONS (PRINT)	B1	Atualizado
0950-0839	PHILOSOPHICAL MAGAZINE LETTERS (PRINT)	B2	Atualizado
1478-6435	PHILOSOPHICAL MAGAZINE (2003. PRINT)	A4	Atualizado
1471-2962	PHILOSOPHICAL TRANSACTIONS - ROYAL SOCIETY. MATHEMATICAL, PHYSICAL AND ENGINEERING SCIENCES (ONLINE)	A1	Atualizado
1364-503X	PHILOSOPHICAL TRANSACTIONS - ROYAL SOCIETY. MATHEMATICAL, PHYSICAL AND ENGINEERING SCIENCES (PRINT)	A1	Atualizado
1042-6507	PHOSPHORUS, SULFUR AND SILICON AND THE RELATED ELEMENTS (PRINT)	B2	Atualizado
2080-2242	PHOTNICS LETTERS OF POLAND	B2	Atualizado
2578-5478	PHOTOBIOMODULATION, PHOTOMEDICINE, AND LASER SURGERY	B2	Atualizado
1474-905X	PHOTOCHEMICAL & PHOTOBIOLOGICAL SCIENCES (PRINT)	A4	Atualizado
0031-8655	PHOTOCHEMISTRY AND PHOTOBIOLOGY	A2	Atualizado
1572-1000	PHOTODIAGNOSIS AND PHOTODYNAMIC THERAPY (PRINT)	A2	Atualizado
1549-5418	PHOTOMEDICINE AND LASER SURGERY	A2	Atualizado
1387-974X	PHOTONIC NETWORK COMMUNICATIONS	A4	Atualizado
1674-9251	PHOTONIC SENSORS	A4	Atualizado
2304-6732	PHOTONICS	A3	Atualizado
1569-4410	PHOTONICS AND NANOSTRUCTURES (PRINT)	A3	Atualizado
2327-9125	PHOTONICS RESEARCH	A1	Atualizado
0300-3604	PHOTOSYNTHETICA (PRAHA)	A2	Atualizado
0378-4371	PHYSICA. A (PRINT)	A1	Atualizado
0921-4526	PHYSICA. B, CONDENSED MATTER (PRINT)	A4	Atualizado
0921-4534	PHYSICA. C, SUPERCONDUCTIVITY (PRINT)	B1	Atualizado
0167-2789	PHYSICA. D, NONLINEAR PHENOMENA (PRINT)	A3	Atualizado
1386-9477	PHYSICA. E, LOW-DIMENSIONAL SYSTEMS AND NANOSTRUCTURES (PRINT)	A3	Atualizado
1120-1797	PHYSICA MEDICA (TESTO STAMPATO)	A2	Atualizado
0031-8949	PHYSICA SCRIPTA (PRINT)	A4	Atualizado
1862-6300	PHYSICA STATUS SOLIDI. A, APPLICATIONS AND MATERIALS SCIENCE (PRINT)	A3	Atualizado
0370-1972	PHYSICA STATUS SOLIDI. B, BASIC RESEARCH	A4	Atualizado
1521-3951	PHYSICA STATUS SOLIDI. B, BASIC RESEARCH (ONLINE)	A4	Atualizado
1862-6254	PHYSICA STATUS SOLIDI. RAPID RESEARCH LETTERS (PRINT)	A2	Atualizado
2236-3521	PHYSICAE	C	Atualizado
2446-564X	PHYSICAE ORGANUM	C	Atualizado
1463-9084	PHYSICAL CHEMISTRY CHEMICAL PHYSICS	A1	Atualizado
1050-2947	PHYSICAL REVIEW. A	A1	Atualizado
2469-9926	PHYSICAL REVIEW A	A1	Atualizado
1094-1622	PHYSICAL REVIEW. A, ATOMIC, MOLECULAR, AND OPTICAL PHYSICS (ONLINE)	A1	Atualizado
2331-7019	PHYSICAL REVIEW APPLIED	A1	Atualizado
1098-0121	PHYSICAL REVIEW B	A1	Atualizado
0163-1829	PHYSICAL REVIEW B - CONDENSED MATTER AND MATERIALS PHYSICS	A1	Atualizado
2469-9950	PHYSICAL REVIEW B: COVERING CONDENSED MATTER AND MATERIALS PHYSICS	A1	Atualizado
1089-490X	PHYSICAL REVIEW C	A1	Atualizado
2469-9985	PHYSICAL REVIEW C	A1	Atualizado
0556-2813	PHYSICAL REVIEW. C. NUCLEAR PHYSICS (PRINT)	A1	Atualizado
0556-2821	PHYSICAL REVIEW D (CESSOU EM 2003. CONT. 1550-7998 PHYSICAL REVIEW. D, PARTICLES, FIELDS, GRAVITATION, AND COSMOLOGY)	A1	Atualizado
2470-0010	PHYSICAL REVIEW D: COVERING PARTICLES, FIELDS, GRAVITATION, AND COSMOLOGY	A1	Atualizado
1550-7998	PHYSICAL REVIEW. D, PARTICLES, FIELDS, GRAVITATION, AND COSMOLOGY	A1	Atualizado
1089-4918	PHYSICAL REVIEW D (PARTICLES, FIELDS, GRAVITATION AND COSMOLOGY)	A1	Atualizado
1550-2368	PHYSICAL REVIEW. D. PARTICLES, FIELDS, GRAVITATION, AND COSMOLOGY (ONLINE)	A1	Atualizado
1539-3755	PHYSICAL REVIEW E	A1	Atualizado
1063-651X	PHYSICAL REVIEW E - STATISTICAL PHYSICS, PLASMAS, FLUIDS AND RELATED INTERDISCIPLINARY TOPICS	A1	Atualizado
2470-0045	PHYSICAL REVIEW E: COVERING STATISTICAL, NONLINEAR, BIOLOGICAL, AND SOFT MATTER PHYSICS	A1	Atualizado
1550-2376	PHYSICAL REVIEW E (STATISTICAL, NONLINEAR, AND SOFT MATTER PHYSICS)	A1	Atualizado
2469-990X	PHYSICAL REVIEW FLUIDS (ONLINE)	A2	Atualizado
1079-7114	PHYSICAL REVIEW LETTERS	A1	Atualizado
0031-9007	PHYSICAL REVIEW LETTERS (PRINT)	A1	Atualizado
2475-9953	PHYSICAL REVIEW MATERIALS	A3	Atualizado
2469-9896	PHYSICAL REVIEW PHYSICS EDUCATION RESEARCH (PRPER)	A1	Atualizado
2643-1564	PHYSICAL REVIEW RESEARCH	C	Atualizado
1554-9178	PHYSICAL REVIEW SPECIAL TOPICS. PHYSICS EDUCATION RESEARCH	A1	Atualizado
2160-3308	PHYSICAL REVIEW X	A1	Atualizado
2348-0130	PHYSICAL SCIENCE INTERNATIONAL JOURNAL	B3	Atualizado
2624-8174	PHYSICS	C	Atualizado
2576-4543	PHYSICS & ASTRONOMY INTERNATIONAL JOURNAL	C	Atualizado
0342-1791	PHYSICS AND CHEMISTRY OF MINERALS	A4	Atualizado
0031-9120	PHYSICS EDUCATION (BRISTOL. PRINT)	A2	Atualizado
1361-6552	PHYSICS EDUCATION (ONLINE)	A2	Atualizado
0836-1398	PHYSICS ESSAYS	B2	Atualizado
0031-9155	PHYSICS IN MEDICINE AND BIOLOGY (PRINT)	A2	Atualizado
2471-8491	PHYSICS JOURNAL	C	Atualizado
0375-9601	PHYSICS LETTERS. A (PRINT)	A3	Atualizado
0370-2693	PHYSICS LETTERS. B (PRINT)	A2	Atualizado
1562-692X	PHYSICS OF ATOMIC NUCLEI	B3	Atualizado
1063-7788	PHYSICS OF ATOMIC NUCLEI (PRINT)	B3	Atualizado
2687-153X	PHYSICS OF COMPLEX SYSTEMS	C	Atualizado
1070-6631	PHYSICS OF FLUIDS (1994)	A1	Atualizado
1571-0645	PHYSICS OF LIFE REVIEWS (PRINT)	A1	Atualizado
1063-7796	PHYSICS OF PARTICLES AND NUCLEI	B2	Atualizado
1547-4771	PHYSICS OF PARTICLES AND NUCLEI LETTERS (PRINT)	B2	Atualizado
1070-664X	PHYSICS OF PLASMAS	A3	Atualizado
2212-6864	PHYSICS OF THE DARK UNIVERSE	A3	Atualizado
0031-9201	PHYSICS OF THE EARTH AND PLANETARY INTERIORS	A2	Atualizado
2666-0326	PHYSICS OPEN	C	Atualizado
0370-1573	PHYSICS REPORTS	A1	Atualizado
0959-8472	PHYSICS REVIEW (DEDDINGTON)	C	Atualizado
1063-7869	PHYSICS USPEKHI (PRINT)	A2	Atualizado
1361-6579	PHYSIOLOGICAL MEASUREMENT	A3	Atualizado
0967-3334	PHYSIOLOGICAL MEASUREMENT (PRINT)	A3	Atualizado
2051-817X	PHYSIOLOGICAL REPORTS	B1	Atualizado
0031-9422	PHYTOCHEMISTRY	A1	Atualizado
0944-7113	PHYTOMEDICINE (STUTTGART)	A1	Atualizado
0032-0633	PLANETARY AND SPACE SCIENCE	A4	Atualizado
0167-4412	PLANT MOLECULAR BIOLOGY	A1	Atualizado
0981-9428	PLANT PHYSIOLOGY AND BIOCHEMISTRY (PARIS)	A1	Atualizado
0168-9452	PLANT SCIENCE (LIMERICK)	A1	Atualizado
0032-0943	PLANTA MEDICA	A1	Atualizado
2223-7747	PLANTS	A4	Atualizado
0272-4324	PLASMA CHEMISTRY AND PLASMA PROCESSING	A2	Atualizado
1947-5764	PLASMA MEDICINE	B1	Atualizado
0741-3335	PLASMA PHYSICS AND CONTROLLED FUSION (PRINT)	A2	Atualizado
1612-8850	PLASMA PROCESSES AND POLYMERS (PRINT)	A1	Atualizado
2516-1067	PLASMA RESEARCH EXPRESS	C	Atualizado
0963-0252	PLASMA SOURCES SCIENCE & TECHNOLOGY (PRINT)	A2	Atualizado
0147-619X	PLASMID (SAN DIEGO. PRINT)	B1	Atualizado
1557-1955	PLASMONICS (NORWELL, MASS.)	A3	Atualizado
1545-7885	PLOS BIOLOGY	A1	Atualizado
1553-7358	PLOS COMPUTATIONAL BIOLOGY (ONLINE)	A1	Atualizado
1935-2735	PLOS NEGLECTED TROPICAL DISEASES (ONLINE)	A1	Atualizado
1932-6203	PLOS ONE	A1	Atualizado
2177-5060	PLURAIS (UNEB)	A4	Atualizado
1678-5169	POLÍMEROS - CIÊNCIA E TECNOLOGIA (ONLINE)	A3	Atualizado
0104-1428	POLÍMEROS: CIÊNCIA E TECNOLOGIA (IMPRESSO)	A3	Atualizado
1519-9029	POLÍTICA E GESTÃO EDUCACIONAL (ONLINE)	A3	Atualizado
1983-3717	POLÍTICAS CULTURAIS EM REVISTA	B1	Atualizado
0277-5387	POLYHEDRON	A2	Atualizado
0032-3861	POLYMER	A1	Atualizado
1436-2449	POLYMER BULLETIN (BERLIN. INTERNET)	A3	Atualizado
0170-0839	POLYMER BULLETIN (BERLIN. PRINT)	A3	Atualizado
0272-8397	POLYMER COMPOSITES	A2	Atualizado
1548-0569	POLYMER COMPOSITES	A2	Atualizado
0141-3910	POLYMER DEGRADATION AND STABILITY	A1	Atualizado
0032-3888	POLYMER ENGINEERING AND SCIENCE	A3	Atualizado
1548-2634	POLYMER ENGINEERING AND SCIENCE (ONLINE)	A3	Atualizado
0959-8103	POLYMER INTERNATIONAL	A2	Atualizado
0142-9418	POLYMER TESTING	A1	Atualizado
2073-4360	POLYMERS	A2	Atualizado
1042-7147	POLYMERS FOR ADVANCED TECHNOLOGIES (PRINT)	A2	Atualizado
2520-8063	POLYTECHNICA	C	Atualizado
2520-8497	POLYTECHNICA	C	Atualizado
1438-3896	POPULATION ECOLOGY	A3	Atualizado
2447-9535	PORANDU	C	Atualizado
1647-1571	PORTUGALIAE ELECTROCHIMICA ACTA (ONLINE)	B1	Atualizado
0885-7156	POWDER DIFFRACTION	B2	Atualizado
0032-5910	POWDER TECHNOLOGY (PRINT)	A1	Atualizado
0304-4289	PRAMANA (BANGALORE)	A4	Atualizado
1517-0306	PRINCIPIA (JOÃO PESSOA)	B3	Atualizado
1364-5021	PROCEEDINGS - ROYAL SOCIETY. MATHEMATICAL, PHYSICAL AND ENGINEERING SCIENCES (PRINT)	A2	Atualizado
1996-756X	PROCEEDINGS OF SPIE - INTERNATIONAL SOCIETY FOR OPTICAL ENGINEERING	B2	Atualizado
1540-7489	PROCEEDINGS OF THE COMBUSTION INSTITUTE	A1	Atualizado
0027-8424	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	A1	Atualizado
1091-6490	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA (ONLINE)	A1	Atualizado
0962-8444	PROCEEDINGS OF THE ROYAL SOCIETY OF LONDON. MATHEMATICAL AND PHYSICAL SCIENCES	A2	Atualizado
1359-5113	PROCESS BIOCHEMISTRY (1991)	A3	Atualizado
1820-6131	PROCESSING AND APPLICATION OF CERAMICS	B1	Atualizado
1806-0285	PROFISCIENTIA (CUIABÁ)	B3	Atualizado
0278-5846	PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY	A2	Atualizado
0300-9440	PROGRESS IN ORGANIC COATINGS (PRINT)	A1	Atualizado
0146-6410	PROGRESS IN PARTICLE AND NUCLEAR PHYSICS	A1	Atualizado
0079-6727	PROGRESS IN QUANTUM ELECTRONICS	A1	Atualizado
2050-3911	PROGRESS OF THEORETICAL AND EXPERIMENTAL PHYSICS	A2	Atualizado
0721-3115	PROPELLANTS, EXPLOSIVES, PYROTECHNICS	A3	Atualizado
1980-6248	PRÓ-POSIÇÕES (UNICAMP. ONLINE)	A1	Atualizado
0033-1538	PROSPECTS (PARIS)	B1	Atualizado
1046-5928	PROTEIN EXPRESSION AND PURIFICATION (PRINT)	B1	Atualizado
0961-8368	PROTEIN SCIENCE (PRINT)	A3	Atualizado
0887-3585	PROTEINS (PRINT)	A3	Atualizado
2675-6994	PSICOLOGIA EM ÊNFASE	B4	Atualizado
0033-2720	PSYCHIATRIC QUARTERLY	A4	Atualizado
0951-418X	PTR. PHYTOTHERAPY RESEARCH	A1	Atualizado
1323-3580	PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF AUSTRALIA	A3	Atualizado
1448-6083	PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF AUSTRALIA	A3	Atualizado
0004-6264	PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF JAPAN	A2	Atualizado
0004-6280	PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF THE PACIFIC	A3	Atualizado
2578-5885	PURE AND APPLIED ANALYSIS (ONLINE)	C	Atualizado
0033-4545	PURE AND APPLIED CHEMISTRY (PRINT)	A3	Atualizado
0033-4553	PURE AND APPLIED GEOPHYSICS (PRINTED ED.)	A3	Atualizado
2521-327X	QUANTUM	A2	Atualizado
1533-7146	QUANTUM INFORMATION & COMPUTATION	A4	Atualizado
1573-1332	QUANTUM INFORMATION PROCESSING (DORDRECHT. ONLINE)	A3	Atualizado
1570-0755	QUANTUM INFORMATION PROCESSING (PRINT)	A3	Atualizado
2624-960X	QUANTUM REPORTS	C	Atualizado
2058-9565	QUANTUM SCIENCE AND TECHNOLOGY	A1	Atualizado
2196-5609	QUANTUM STUDIES: MATHEMATICS AND FOUNDATIONS	B2	Atualizado
2674-9688	QUARKS	C	Atualizado
0035-9009	QUARTERLY JOURNAL OF THE ROYAL METEOROLOGICAL SOCIETY	A2	Atualizado
2176-6142	QUATERNARY AND ENVIRONMENTAL GEOSCIENCES	A2	Atualizado
1871-1014	QUATERNARY GEOCHRONOLOGY (PRINT)	A1	Atualizado
1040-6182	QUATERNARY INTERNATIONAL	A2	Atualizado
0277-3791	QUATERNARY SCIENCE REVIEWS	A1	Atualizado
0100-4042	QUÍMICA NOVA (IMPRESSO)	A4	Atualizado
0104-8899	QUÍMICA NOVA NA ESCOLA (IMPRESSO)	A2	Atualizado
1678-7064	QUÍMICA NOVA (ONLINE)	A4	Atualizado
1350-4487	RADIATION MEASUREMENTS	A2	Atualizado
0969-806X	RADIATION PHYSICS AND CHEMISTRY (1993)	A1	Atualizado
1742-3406	RADIATION PROTECTION DOSIMETRY	B2	Atualizado
0144-8420	RADIATION PROTECTION DOSIMETRY	B2	Atualizado
0033-7587	RADIATION RESEARCH	A2	Atualizado
0048-6604	RADIO SCIENCE	A2	Atualizado
0033-8222	RADIOCARBON	A1	Atualizado
1865-0333	RADIOLOGICAL PHYSICS AND TECHNOLOGY	A4	Atualizado
0033-8419	RADIOLOGY	A1	Atualizado
2317-7705	RAÍZES E RUMOS	B1	Atualizado
0951-4198	RCM. RAPID COMMUNICATIONS IN MASS SPECTROMETRY	A3	Atualizado
2447-7028	RCT: REVISTA DE CIÊNCIA E TECNOLOGIA	C	Atualizado
2058-9883	REACTION CHEMISTRY & ENGINEERING	A1	Atualizado
1381-5148	REACTIVE & FUNCTIONAL POLYMERS (PRINT)	A2	Atualizado
0147-1937	REAL ANALYSIS EXCHANGE	B3	Atualizado
1872-2083	RECENT PATENTS ON BIOTECHNOLOGY	B2	Atualizado
1307-6167	RECORDS OF NATURAL PRODUCTS	A4	Atualizado
1982-5528	REDE - REVISTA ELETRÔNICA DO PRODEMA	B1	Atualizado
2594-4576	REDIN REVISTA EDUCACIONAL INTERDISCIPLINAR	A4	Atualizado
1579-1513	REEC. REVISTA ELECTRÓNICA DE ENSEÑANZA DE LAS CIENCIAS	A2	Atualizado
2090-2867	REHABILITATION RESEARCH AND PRACTICE	A3	Atualizado
2525-7870	RELACULT - REVISTA LATINO-AMERICANA DE ESTUDOS EM CULTURA E SOCIEDADE	B1	Atualizado
2448-167X	REM - INTERNATIONAL ENGINEERING JOURNAL	A4	Atualizado
1980-3141	REMATEC. REVISTA DE MATEMÁTICA, ENSINO E CULTURA (UFRN)	A4	Atualizado
2072-4292	REMOTE SENSING	A1	Atualizado
2179-426X	RENCIMA	A2	Atualizado
0392-4130	RENDICONTI - ACCADEMIA NAZIONALE DELLE SCIENZE DETTA DEI XL. MEMORIE DI SCIENZE FISICHE E NATURALI	C	Atualizado
0041-8994	RENDICONTI DEL SEMINARIO MATEMATICO DELL'UNIVERSITÀ DI PADOVA	B2	Atualizado
2037-4631	RENDICONTI LINCEI. SCIENZE FISICHE E NATURALI	A2	Atualizado
1364-0321	RENEWABLE & SUSTAINABLE ENERGY REVIEWS	A1	Atualizado
0960-1481	RENEWABLE ENERGY	A1	Atualizado
1679-1916	RENOTE. REVISTA NOVAS TECNOLOGIAS NA EDUCAÇÃO	A4	Atualizado
2424-9424	REPORTS IN ADVANCES OF PHYSICAL SCIENCES (PRINT)	C	Atualizado
0034-4877	REPORTS ON MATHEMATICAL PHYSICS	B2	Atualizado
0034-4885	REPORTS ON PROGRESS IN PHYSICS (PRINT)	A1	Atualizado
2526-9542	REPPE REVISTA DE PRODUTOS EDUCACIONAIS E PESQUISAS EM ENSINO	A4	Atualizado
1031-3613	REPRODUCTION, FERTILITY AND DEVELOPMENT (PRINT)	A2	Atualizado
0958-2029	RESEARCH EVALUATION (PRINT)	A1	Atualizado
1674-4527	RESEARCH IN ASTRONOMY AND ASTROPHYSICS	B1	Atualizado
2446-4740	RESEARCH ON BIOMEDICAL ENGINEERING	A4	Atualizado
0922-6168	RESEARCH ON CHEMICAL INTERMEDIATES (PRINT)	A3	Atualizado
2525-3409	RESEARCH, SOCIETY AND DEVELOPMENT	C	Atualizado
2234-7666	RESTORATIVE DENTISTRY & ENDODONTICS	B3	Atualizado
2211-3797	RESULTS IN PHYSICS	A4	Atualizado
1984-6576	REVELLI: REVISTA DE EDUCAÇÃO, LINGUAGEM E LITERATURA DA UEG-INHUMAS	A4	Atualizado
1981-1322	REVEMAT : REVISTA ELETRÔNICA DE EDUCAÇÃO MATEMÁTICA	A3	Atualizado
0034-6667	REVIEW OF PALAEOBOTANY AND PALYNOLOGY	A3	Atualizado
2249-894X	REVIEW OF RESEARCH	C	Atualizado
0034-6748	REVIEW OF SCIENTIFIC INSTRUMENTS	A3	Atualizado
8755-1209	REVIEWS OF GEOPHYSICS (1985)	A1	Atualizado
2178-7727	REVISTA ACTA SCIENTIAE	A2	Atualizado
2594-7494	REVISTA AMAZÔNIA MODERNA	B2	Atualizado
1980-993X	REVISTA AMBIENTE & ÁGUA	A4	Atualizado
0100-6762	REVISTA ÁRVORE (IMPRESSO)	B1	Atualizado
2316-1205	REVISTA BINACIONAL BRASIL ARGENTINA	B4	Atualizado
2447-1801	REVISTA BRASILEIRA DA EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA	A2	Atualizado
0104-8996	REVISTA BRASILEIRA DE AGROCIENCIA (UFPEL)	B4	Atualizado
0101-7659	REVISTA BRASILEIRA DE APLICAÇÕES DE VÁCUO (IMPRESSO)	C	Atualizado
1983-4047	REVISTA BRASILEIRA DE APLICAÇÕES DE VÁCUO (ONLINE)	C	Atualizado
1806-9657	REVISTA BRASILEIRA DE CIÊNCIA DO SOLO (ONLINE)	A3	Atualizado
1981-0997	REVISTA BRASILEIRA DE CIENCIAS AGRARIAS	B2	Atualizado
2237-8642	REVISTA BRASILEIRA DE CLIMATOLOGIA	A3	Atualizado
2525-4863	REVISTA BRASILEIRA DE EDUCAÇÃO DO CAMPO	A4	Atualizado
2594-9179	REVISTA BRASILEIRA DE EDUCAÇÃO EM CIÊNCIAS E EDUCAÇÃO MATEMÁTICA	B2	Atualizado
2178-9606	REVISTA BRASILEIRA DE ENERGIA SOLAR	B4	Atualizado
1807-1929	REVISTA BRASILEIRA DE ENGENHARIA AGRÍCOLA E AMBIENTAL (ONLINE)	B1	Atualizado
1982-873X	REVISTA BRASILEIRA DE ENSINO DE CIÊNCIA E TECNOLOGIA	A2	Atualizado
2595-7376	REVISTA BRASILEIRA DE ENSINO DE CIÊNCIAS E MATEMÁTICA	B1	Atualizado
0102-4744	REVISTA BRASILEIRA DE ENSINO DE FÍSICA	A1	Atualizado
1806-1117	REVISTA BRASILEIRA DE ENSINO DE FÍSICA (IMPRESSO)	A1	Atualizado
1806-9126	REVISTA BRASILEIRA DE ENSINO DE FÍSICA (ONLINE)	A1	Atualizado
1809-6158	REVISTA BRASILEIRA DE ENSINO DE QUÍMICA	B3	Atualizado
2595-816X	REVISTA BRASILEIRA DE ENSINO MÉDIO	B3	Atualizado
2176-6681	REVISTA BRASILEIRA DE ESTUDOS PEDAGÓGICOS RBEP-INEP	A1	Atualizado
2358-0399	REVISTA BRASILEIRA DE EXTENSÃO UNIVERSITÁRIA	A3	Atualizado
0102-695X	REVISTA BRASILEIRA DE FARMACOGNOSIA	A3	Atualizado
1981-528X	REVISTA BRASILEIRA DE FARMACOGNOSIA	A3	Atualizado
2176-8978	REVISTA BRASILEIRA DE FÍSICA MÉDICA (IMPRESSO)	B3	Atualizado
1984-9001	REVISTA BRASILEIRA DE FÍSICA MÉDICA (ONLINE)	B3	Atualizado
2358-0089	REVISTA BRASILEIRA DE FÍSICA TECNOLÓGICA APLICADA	B2	Atualizado
0102-261X	REVISTA BRASILEIRA DE GEOFÍSICA (IMPRESSO)	B2	Atualizado
1984-2295	REVISTA BRASILEIRA DE GEOGRAFIA FÍSICA	A2	Atualizado
2236-5664	REVISTA BRASILEIRA DE GEOMORFOLOGIA	A1	Atualizado
2317-3122	REVISTA BRASILEIRA DE GESTÃO AMBIENTAL	C	Atualizado
1809-239X	REVISTA BRASILEIRA DE GESTÃO E DESENVOLVIMENTO REGIONAL	A1	Atualizado
2176-3275	REVISTA BRASILEIRA DE HISTÓRIA DA CIÊNCIA	A4	Atualizado
2317-6121	REVISTA BRASILEIRA DE INFORMÁTICA NA EDUCAÇÃO	A4	Atualizado
2359-232X	REVISTA BRASILEIRA DE INICIAÇÃO CIENTÍFICA	A4	Atualizado
0102-7786	REVISTA BRASILEIRA DE METEOROLOGIA (IMPRESSO)	B1	Atualizado
1519-7530	REVISTA BRASILEIRA DE PALEONTOLOGIA	B1	Atualizado
1806-5104	REVISTA BRASILEIRA DE PESQUISA EM EDUCAÇÃO EM CIÊNCIAS	A1	Atualizado
1984-2686	REVISTA BRASILEIRA DE PESQUISA EM EDUCAÇÃO EM CIÊNCIAS	A1	Atualizado
2447-4193	REVISTA BRASILEIRA DE POLÍTICA E ADMINISTRAÇÃO DA EDUCAÇÃO	A1	Atualizado
2525-2879	REVISTA CADERNOS DE EDUCAÇÃO BÁSICA	B3	Atualizado
2179-460X	REVISTA CIÊNCIA E NATURA	A3	Atualizado
2176-1477	REVISTA CIÊNCIAS & IDÉIAS	A3	Atualizado
2594-3987	REVISTA CIÊNCIAS DA SOCIEDADE	B3	Atualizado
2175-4020	REVISTA CIENTÍFIC@ UNIVERSITAS	A3	Atualizado
0120-2804	REVISTA COLOMBIANA DE QUIMICA	B3	Atualizado
2176-0144	REVISTA CONEXÕES - CIÊNCIA E TECNOLOGIA	A2	Atualizado
1809-5747	REVISTA CONTEMPORÂNEA DE EDUCAÇÃO	A4	Atualizado
2307-695X	REVISTA CUBANA DE CIENCIAS BIOLÓGICAS	B3	Atualizado
